/mnt/nvme_data01/matsumoto/w2vNoiseTrain/MIXED_WAV/all/raw/org/train_nodup
data/format.10/A08M0214_0480389_0482992.wav	41648
data/format.10/A08M0214_0793234_0795930.wav	43136
data/format.10/A08F0498_0053828_0056319.wav	39856
data/format.10/A08M0461_0107745_0111395.wav	58400
data/format.10/A07M0850_1205450_1219621.wav	226720
data/format.10/A07M0781_0541426_0547509.wav	97328
data/format.10/A08F0930_0597986_0601994.wav	64128
data/format.10/A08M0371_1085692_1089433.wav	59840
data/format.10/A08F0935_0736339_0740756.wav	70672
data/format.10/A08M0763_0431564_0439538.wav	127584
data/format.10/A07M0926_0447007_0457198.wav	163056
data/format.10/A07M0780_0252501_0259731.wav	115680
data/format.10/A08M0215_1136615_1140040.wav	54720
data/format.10/A07M0912_1095644_1099145.wav	56000
data/format.10/A08M0174_0121098_0125637.wav	72624
data/format.10/A08F0709_0928759_0936433.wav	122784
data/format.10/A07M0797_0061596_0063928.wav	37312
data/format.10/A08M0322_0329162_0336498.wav	117376
data/format.10/A08F0552_0182741_0187527.wav	76576
data/format.10/A08F0323_0217312_0221958.wav	74336
data/format.10/A07M0774_1142393_1154487.wav	193600
data/format.10/A07M0851_0095853_0099703.wav	61600
data/format.10/A08F0930_0075886_0089256.wav	213920
data/format.10/A08M0712_0488907_0496745.wav	125408
data/format.10/A07M0896_0210128_0217187.wav	112944
data/format.10/A07M0841_0416122_0419032.wav	46560
data/format.10/A08M0275_0397125_0409701.wav	201216
data/format.10/A08M0744_0321372_0324997.wav	58000
data/format.10/A08M0744_0839389_0850028.wav	170224
data/format.10/A08M0257_0712152_0718779.wav	106032
data/format.10/A08M0504_0197432_0200930.wav	55968
data/format.10/A08M0215_0317117_0319655.wav	40608
data/format.10/A08M0760_0200636_0215440.wav	236864
data/format.10/A07M0907_1207931_1210434.wav	40000
data/format.10/A08M0301_0700819_0708086.wav	116272
data/format.10/A08M0725_0099350_0112376.wav	208416
data/format.10/A08F0552_0160319_0171077.wav	172128
data/format.10/A08M0209_0234083_0239016.wav	78928
data/format.10/A07M0850_1178538_1188979.wav	167040
data/format.10/A08M0301_1167612_1172035.wav	70880
data/format.10/A08F0499_0852735_0867456.wav	235536
data/format.10/A08M0701_0805669_0810993.wav	85184
data/format.10/A07M0851_0102383_0107430.wav	80752
data/format.10/A07M0843_0765519_0767894.wav	38000
data/format.10/A08M0463_0239127_0243799.wav	74752
data/format.10/A07M0926_0609946_0620732.wav	172576
data/format.10/A08M0809_0658207_0665184.wav	111632
data/format.10/A08M0461_0185702_0189503.wav	60816
data/format.10/A08F0313_1182443_1192557.wav	161920
data/format.10/A08M0834_0250190_0254572.wav	70112
data/format.10/A08M0322_1181801_1184477.wav	42880
data/format.10/A08M0174_0670065_0673547.wav	55712
data/format.10/A08M0597_0607927_0618544.wav	169872
data/format.10/A08M0215_1038880_1043694.wav	76960
data/format.10/A08M0174_0949712_0963737.wav	224400
data/format.10/A08M0206_0113184_0123041.wav	157712
data/format.10/A08F0686_0836304_0838450.wav	34336
data/format.10/A08M0214_0976957_0985298.wav	133456
data/format.10/A08M0257_0821971_0831729.wav	156128
data/format.10/A07M0907_0757307_0767610.wav	164848
data/format.10/A08M0550_1261135_1263390.wav	36160
data/format.10/A07M0843_0509009_0512270.wav	52176
data/format.10/A07M0961_0880861_0887194.wav	101328
data/format.10/A08M0186_0893526_0904276.wav	172000
data/format.10/A08M0215_0985273_0994571.wav	148768
data/format.10/A08M0189_1162836_1165905.wav	48960
data/format.10/A08M0215_0155582_0159392.wav	60960
data/format.10/A08M0725_0201394_0207115.wav	91536
data/format.10/A08M0744_0991283_0995668.wav	70160
data/format.10/A07M0848_0394906_0407691.wav	204560
data/format.10/A08M0189_1102570_1107413.wav	77440
data/format.10/A07M0873_0487758_0491701.wav	63088
data/format.10/A08F0709_0388219_0391654.wav	54960
data/format.10/A08F0313_1246625_1258932.wav	196960
data/format.10/A08F0742_1130153_1133063.wav	46560
data/format.10/A08M0215_0595665_0603108.wav	119088
data/format.10/A08M0528_0274137_0276414.wav	36432
data/format.10/A08F0742_0786313_0790258.wav	63120
data/format.10/A08M0189_0481859_0487115.wav	84096
data/format.10/A08M0550_0050462_0052777.wav	37040
data/format.10/A08F0323_0928865_0935770.wav	110480
data/format.10/A08F0709_0822352_0826966.wav	73824
data/format.10/A08M0834_0669475_0673354.wav	62064
data/format.10/A07M0850_0638951_0642625.wav	58784
data/format.10/A08M0214_0634749_0645930.wav	178896
data/format.10/A08M0488_0456057_0461621.wav	89024
data/format.10/A08M0322_0800875_0807814.wav	111024
data/format.10/A07M0862_0428488_0431396.wav	46528
data/format.10/A08M0463_0521407_0524006.wav	41584
data/format.10/A08M0209_0032917_0035775.wav	45728
data/format.10/A08F0930_0160398_0166164.wav	92256
data/format.10/A08M0712_1074170_1084220.wav	160800
data/format.10/A07M0816_0328020_0339982.wav	191392
data/format.10/A08F0686_0014576_0022219.wav	122288
data/format.10/A08M0257_0659536_0665644.wav	97728
data/format.10/A07M0872_0433110_0435364.wav	36064
data/format.10/A08M0744_0672017_0678687.wav	106720
data/format.10/A07M0956_0552112_0557830.wav	91488
data/format.10/A08M0220_0769827_0774009.wav	66912
data/format.10/A08M0725_0391500_0398463.wav	111408
data/format.10/A08M0550_0456709_0462672.wav	95408
data/format.10/A08M0615_0890375_0898183.wav	124928
data/format.10/A07M0781_0175301_0179074.wav	60368
data/format.10/A07M0781_0911786_0919059.wav	116368
data/format.10/A08F0323_0656636_0661009.wav	69968
data/format.10/A07M0907_0179688_0186760.wav	113152
data/format.10/A08M0461_1056603_1061120.wav	72320
data/format.10/A08M0277_0675019_0682608.wav	121424
data/format.10/A07M0873_0568280_0574882.wav	105632
data/format.10/A07M0956_0857293_0865878.wav	137360
data/format.10/A08M0763_0111507_0122492.wav	175760
data/format.10/A07M0869_0957023_0959921.wav	46368
data/format.10/A08M0206_0049968_0052015.wav	32752
